notebook_execution_id,repository_run_id,repository_id,notebook_id,notebook_name,repository_url,execution_status,error_type,error_category,error_message,error_cell_index,error_count,failing_module,subtype,scope_status,exclusion_reason,split,created_at
188,69,113,443,scripts/FCN22/figure2.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,11,numpy,wrong_version,usable,,dev,2026-02-16 07:59:50
189,69,113,444,scripts/FCN22/figure6AD.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,11,numpy,wrong_version,usable,,evaluation,2026-02-16 07:59:52
190,69,113,445,scripts/FCN22/figure4.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,5,numpy,wrong_version,usable,,evaluation,2026-02-16 07:59:53
191,69,113,446,scripts/FCN22/figure3AC.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,11,numpy,wrong_version,usable,,evaluation,2026-02-16 07:59:55
192,69,113,447,scripts/FCN22/figure8.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,32,numpy,wrong_version,usable,,evaluation,2026-02-16 07:59:57
193,69,113,448,scripts/FCN22/figure1B.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,6,numpy,wrong_version,usable,,evaluation,2026-02-16 07:59:58
194,69,113,449,scripts/FCN22/figure7A.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,5,numpy,wrong_version,usable,,evaluation,2026-02-16 08:00:00
195,69,113,450,scripts/FCN22/figure3B.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,9,numpy,wrong_version,usable,,evaluation,2026-02-16 08:00:02
196,69,113,451,scripts/FCN22/figure1CDE.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,13,numpy,wrong_version,usable,,evaluation,2026-02-16 08:00:03
197,69,113,452,scripts/FCN22/figure5.ipynb,https://github.com/VisualNeuroscience-UH/SystemTools,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),1,7,numpy,wrong_version,usable,,evaluation,2026-02-16 08:00:05
198,70,114,453,cxsystem2/neurodynlib/tutorial/01_basic_use.ipynb,https://github.com/VisualNeuroscience-UH/CxSystem2,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),0,16,numpy,wrong_version,usable,,evaluation,2026-02-16 08:04:29
199,70,114,454,cxsystem2/neurodynlib/tutorial/02_export_import.ipynb,https://github.com/VisualNeuroscience-UH/CxSystem2,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),0,18,numpy,wrong_version,usable,,evaluation,2026-02-16 08:04:31
200,70,114,455,cxsystem2/neurodynlib/tutorial/04_networks.ipynb,https://github.com/VisualNeuroscience-UH/CxSystem2,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),0,16,numpy,wrong_version,usable,,evaluation,2026-02-16 08:04:33
201,70,114,456,cxsystem2/neurodynlib/tutorial/03_synaptic_currents.ipynb,https://github.com/VisualNeuroscience-UH/CxSystem2,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'VisibleDeprecationWarning' from 'numpy' (/tmp/.local/lib/python3.10/site-packages/numpy/__init__.py),0,9,numpy,wrong_version,usable,,evaluation,2026-02-16 08:04:35
203,72,116,460,first_notebook.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',2,4,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:13
204,72,116,461,Example_workflows/DAISY_example.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',4,14,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:14
205,72,116,462,Example_workflows/MDSLP_tumor_type_comparison.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,7,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:16
206,72,116,463,Example_workflows/MDSLP_example.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,8,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:17
207,72,116,464,Example_workflows/CGI_example.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',5,6,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:19
208,72,116,465,Dataset_processing/CGI_dataset/setup_conserved_genetic_interaction_SL.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',24,11,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:20
209,72,116,466,Dataset_processing/DEPMAP_data/CRISPR_save_data.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',4,13,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:22
210,72,116,467,Dataset_processing/DEPMAP_data/shRNA_save_data.ipynb,https://github.com/isb-cgc/SL-Cloud-F1000,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',4,8,pkg_resources,missing_package,usable,,evaluation,2026-02-16 09:46:23
211,73,117,469,tutorials/nb5.ipynb,https://github.com/atgu/hgdp_tgp,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gnomad',4,30,gnomad,missing_package,usable,,evaluation,2026-02-16 09:50:50
212,73,117,470,tutorials/nb4.ipynb,https://github.com/atgu/hgdp_tgp,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gnomad',3,11,gnomad,missing_package,usable,,evaluation,2026-02-16 09:50:52
213,73,117,471,tutorials/nb1.ipynb,https://github.com/atgu/hgdp_tgp,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gnomad',4,27,gnomad,missing_package,usable,,evaluation,2026-02-16 09:50:56
214,73,117,472,tutorials/nb3.ipynb,https://github.com/atgu/hgdp_tgp,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gnomad',3,16,gnomad,missing_package,usable,,evaluation,2026-02-16 09:50:58
215,73,117,473,tutorials/nb2.ipynb,https://github.com/atgu/hgdp_tgp,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gnomad',4,25,gnomad,missing_package,usable,,evaluation,2026-02-16 09:51:02
227,76,127,485,drkg_with_dgl/loading_drkg_in_dgl.ipynb,https://github.com/gnn4dr/DRKG,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'torchdata.datapipes',1,7,torchdata,missing_package,usable,,evaluation,2026-02-16 10:14:59
228,76,127,486,raw_graph_analysis/Jaccard_scores_among_all_edge_types_in_DRKG.ipynb,https://github.com/gnn4dr/DRKG,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'torchdata.datapipes',1,3,torchdata,missing_package,usable,,evaluation,2026-02-16 10:15:01
244,79,134,519,DataLoaderUtil_example.ipynb,https://github.com/nahitorres/aerialwaste,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'dataloader' from 'utils' (/tmp/.local/lib/python3.10/site-packages/utils/__init__.py),0,4,utils,mapping_unknown,excluded,ambiguous local/module-path import,excluded,2026-02-16 10:34:55
246,79,134,521,Visualizer-C.ipynb,https://github.com/nahitorres/aerialwaste,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'odin.classes',0,3,odin,missing_package,usable,,evaluation,2026-02-16 10:34:58
248,79,134,523,Visualizer-IS.ipynb,https://github.com/nahitorres/aerialwaste,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'odin.classes',0,3,odin,missing_package,usable,,evaluation,2026-02-16 10:35:01
249,80,135,524,execute_model.ipynb,https://github.com/nahitorres/aerialwaste-model,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'utils.image_processor',2,3,utils,mapping_unknown,excluded,ambiguous local/module-path import,excluded,2026-02-16 10:35:26
250,81,136,525,example.ipynb,https://github.com/nahitorres/demo-inspection-tool,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'simplekml',0,2,simplekml,missing_package,usable,,evaluation,2026-02-16 10:35:46
252,84,142,542,code/Caravan_part1_Earth_Engine.ipynb,https://github.com/kratzert/Caravan,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'StringIO',4,10,StringIO,missing_package,usable,,evaluation,2026-02-16 10:38:53
253,87,159,604,scripts/registration_assesment_notebook.ipynb,https://github.com/guijacquemet/Fast4DReg,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'skimage',0,4,skimage,missing_package,usable,,evaluation,2026-02-16 10:53:05
254,88,163,605,example.ipynb,https://github.com/ucph-rka/ScreenDB,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'lxml',1,8,lxml,missing_package,usable,,evaluation,2026-02-16 10:53:48
255,89,165,606,notebooks/08-Navy-network_analysis.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,20,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:11
256,89,165,607,notebooks/06-Fluidigm.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',1,10,sklearn,missing_package,usable,,evaluation,2026-02-16 10:58:13
257,89,165,608,notebooks/06-Fluidigm.FZZgen.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',1,13,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:15
258,89,165,609,notebooks/06-Fluidigm.V2.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',1,9,sklearn,missing_package,usable,,evaluation,2026-02-16 10:58:16
259,89,165,610,notebooks/02-Navy_joint-A5SS.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,37,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:19
260,89,165,611,notebooks/04-Navy_joint-RI.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,36,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:21
261,89,165,612,notebooks/06-Fluidigm.stability.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',2,20,sklearn,missing_package,usable,,evaluation,2026-02-16 10:58:23
262,89,165,613,notebooks/05-Navy_predictive-model.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,50,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:25
263,89,165,614,notebooks/09-covid-clock.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,10,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:27
264,89,165,615,notebooks/06-Fluidigm.FZZrep.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',1,14,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:29
265,89,165,616,notebooks/03-Navy_joint-A3SS.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,38,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:31
266,89,165,617,notebooks/01-Navy_joint-SE.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,35,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:33
267,89,165,618,notebooks/05-Navy_predictive-model.V2.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'h5py',5,33,h5py,missing_package,usable,,evaluation,2026-02-16 10:58:36
268,89,165,619,notebooks/00-Navy_data_compile_annotation_cleanup.versionized-V9.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,21,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:38
269,89,165,620,notebooks/05-Navy_predictive-model-CrossReact.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,12,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:40
270,89,165,621,notebooks/07-Navy_allEvent_gene.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,29,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:41
271,89,165,622,notebooks/05-Navy_predictive-model-DEG.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',3,18,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:43
272,89,165,623,notebooks/00-Navy_data_compile_annotation_cleanup.versionized.ipynb,https://github.com/zj-zhang/CHARM-AlternativeSplicing,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',2,20,rpy2,missing_package,usable,,evaluation,2026-02-16 10:58:45
273,90,167,624,notebooks/gerber_deltag_validation.ipynb,https://github.com/AstraZeneca/jazzy,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libXrender.so.1: cannot open shared object file: No such file or directory,0,7,libXrender.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 11:00:24
274,90,167,625,notebooks/cdk2_analysis.ipynb,https://github.com/AstraZeneca/jazzy,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libXrender.so.1: cannot open shared object file: No such file or directory,0,4,libXrender.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 11:00:26
275,90,167,626,notebooks/hsd11b1_analysis.ipynb,https://github.com/AstraZeneca/jazzy,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libXrender.so.1: cannot open shared object file: No such file or directory,0,3,libXrender.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 11:00:28
276,90,167,627,notebooks/guthrie_deltag_validation.ipynb,https://github.com/AstraZeneca/jazzy,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libXrender.so.1: cannot open shared object file: No such file or directory,0,3,libXrender.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 11:00:30
277,91,168,628,Deep Hybrid Learning.ipynb,https://github.com/AurelienCD/DeepHybridLearning_RadiotherapyQA_Depository_ManuscriptID_22-1397,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'NormalDist' from 'statistics' (/tmp/.local/lib/python3.10/site-packages/statistics/__init__.py),1,33,statistics,mapping_unknown,excluded,ambiguous local/module-path import,excluded,2026-02-16 11:03:16
278,91,168,629,Machine Learning.ipynb,https://github.com/AurelienCD/DeepHybridLearning_RadiotherapyQA_Depository_ManuscriptID_22-1397,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'google.colab',1,26,google,missing_package,usable,,evaluation,2026-02-16 11:03:18
279,92,169,630,Deep Hybrid Learning.ipynb,https://github.com/AurelienCD/DeepHybridLearning_RadiotherapyQA_Depository_ManuscriptID_Diagnostics,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,cannot import name 'NormalDist' from 'statistics' (/tmp/.local/lib/python3.10/site-packages/statistics/__init__.py),1,33,statistics,mapping_unknown,excluded,ambiguous local/module-path import,excluded,2026-02-16 11:05:59
280,92,169,631,Machine Learning.ipynb,https://github.com/AurelienCD/DeepHybridLearning_RadiotherapyQA_Depository_ManuscriptID_Diagnostics,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'google.colab',1,26,google,missing_package,usable,,evaluation,2026-02-16 11:06:01
282,93,172,633,src/figure_examples.ipynb,https://github.com/tnowotny/bee_al_2021,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pygenn',0,3,pygenn,missing_package,usable,,evaluation,2026-02-16 11:07:07
285,96,176,703,models/MinGenProc_LM_allGenes.ipynb,https://github.com/zanert2/Thornburg_FrontMolBiosci_2019,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pyLM',1,45,pyLM,missing_package,usable,,evaluation,2026-02-16 11:17:11
286,96,176,704,models/MinGenProc_LM_allGenes_ATP.ipynb,https://github.com/zanert2/Thornburg_FrontMolBiosci_2019,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pyLM',1,45,pyLM,missing_package,usable,,evaluation,2026-02-16 11:17:15
288,98,179,706,Segmentation Evaluation Methods Breakdown.ipynb,https://github.com/lstrgar/seg-eval,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'skimage',2,18,skimage,missing_package,usable,,evaluation,2026-02-16 12:08:04
289,100,194,712,examples/nwm.ipynb,https://github.com/fsspec/kerchunk,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,Install s3fs to access S3,1,9,s3fs,missing_package,usable,,evaluation,2026-02-16 12:29:38
291,100,194,714,examples/ike_simple.ipynb,https://github.com/fsspec/kerchunk,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,Install s3fs to access S3,2,5,s3fs,missing_package,usable,,evaluation,2026-02-16 12:29:46
292,100,194,715,examples/SDO.ipynb,https://github.com/fsspec/kerchunk,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,Please install gcsfs to access Google Storage,3,11,gcsfs,missing_package,usable,,evaluation,2026-02-16 12:29:48
294,100,194,717,examples/ike_intake.ipynb,https://github.com/fsspec/kerchunk,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,Install s3fs to access S3,5,11,s3fs,missing_package,usable,,evaluation,2026-02-16 12:29:52
301,115,1684,7189,notebooks/Pathway Anticorrelation Analysis.ipynb,https://github.com/indralab/pybiopax,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',2,32,sklearn,missing_package,usable,,evaluation,2026-02-18 13:44:28
306,117,646,2866,code/evaluate_enrichments/1_prepare_folders_for_GO_analyses.ipynb,https://github.com/ammarcsj/ecoli_survival_scoring,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,Missing optional dependency 'openpyxl'.  Use pip or conda to install openpyxl.,2,1,openpyxl,missing_package,usable,,evaluation,2026-02-18 13:51:42
307,117,646,2867,code/evaluate_enrichments/2_write_summary_table_of_KS_GO_results.ipynb,https://github.com/ammarcsj/ecoli_survival_scoring,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'openpyxl',3,1,openpyxl,missing_package,usable,,evaluation,2026-02-18 13:51:43
308,117,646,2868,code/calculate_survival_scores/02_write_carls_table.ipynb,https://github.com/ammarcsj/ecoli_survival_scoring,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'openpyxl',6,1,openpyxl,missing_package,usable,,evaluation,2026-02-18 13:51:48
310,118,761,3264,BRANEnet.ipynb,https://github.com/Surabhivj/BRANEnet,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pandas',3,2,pandas,missing_package,usable,,evaluation,2026-02-18 13:53:27
311,119,886,3616,Audit4 - Humantic - Other personality scores.ipynb,https://github.com/DataResponsibly/hiring-stability-audit,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'statsmodels',0,20,statsmodels,missing_package,usable,,evaluation,2026-02-18 14:13:35
312,119,886,3617,Audit3 - Humantic - Big 5.ipynb,https://github.com/DataResponsibly/hiring-stability-audit,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'statsmodels',0,20,statsmodels,missing_package,usable,,evaluation,2026-02-18 14:13:36
313,119,886,3618,Audit2 - Humantic - DiSC scores.ipynb,https://github.com/DataResponsibly/hiring-stability-audit,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'statsmodels',0,20,statsmodels,missing_package,usable,,evaluation,2026-02-18 14:13:37
314,119,886,3619,Audit1 - Crystal - DiSC scores.ipynb,https://github.com/DataResponsibly/hiring-stability-audit,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'statsmodels',0,20,statsmodels,missing_package,usable,,evaluation,2026-02-18 14:13:38
321,121,4337,23154,docs/tutorials/autocorr.ipynb,https://github.com/dfm/emcee,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,'autograd' must be installed to compute gradients,21,1,autograd,missing_package,usable,,evaluation,2026-02-18 15:11:29
325,126,5075,26506,doc/notebooks/cython.ipynb,https://github.com/iminuit/iminuit,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'Cython',1,3,Cython,missing_package,usable,,evaluation,2026-02-18 15:58:23
367,120,5005,26303,Compound.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'skimage',4,5,skimage,missing_package,usable,,evaluation,2026-02-18 18:25:30
368,120,5005,26304,GenesToPhenotypes.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'skimage',3,11,skimage,missing_package,usable,,evaluation,2026-02-18 18:25:31
369,120,5005,26305,GeneNetwork.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'omero',3,9,omero,missing_package,usable,,evaluation,2026-02-18 18:25:33
370,120,5005,26306,CalculateSharpness.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'skimage',5,10,skimage,missing_package,usable,,evaluation,2026-02-18 18:25:34
373,120,5005,26309,Getting_Started.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'idr',3,6,idr,missing_package,usable,,evaluation,2026-02-18 18:25:39
375,120,5005,26311,PCAanalysisOfCharmFeatures.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'omero',4,10,omero,missing_package,usable,,evaluation,2026-02-18 18:25:44
376,120,5005,26312,QueryIDRWithGeneLists.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'idr',2,8,idr,missing_package,usable,,evaluation,2026-02-18 18:25:45
377,120,5005,26313,Figure_1_Sampling_of_Phenotypes.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'omero',3,7,omero,missing_package,usable,,evaluation,2026-02-18 18:25:47
378,120,5005,26314,SysgroOverview.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'omero',3,10,omero,missing_package,usable,,evaluation,2026-02-18 18:25:48
379,120,5005,26315,RohnPhenotypeClustering.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'omero',5,8,omero,missing_package,usable,,evaluation,2026-02-18 18:25:50
